"CPG_SCHEDULED_START_ON";"CPG_SCHEDULED_END_ON";"CPG_ACTUAL_START_ON";"CPG_ACTUAL_END_ON";"IT_ID";"IT_NUM";"IT_NAME";"IT_SCHEDULED_START_ON";"IT_SCHEDULED_END_ON";"IT_ACTUAL_START_ON";"IT_ACTUAL_END_ON";"TC_ID";"TC_NAME";"TC_PROJECT_ID";"TC_PROJECT";"TC_WEIGHT";"TEST_SUITE";"#_EXECUTIONS";"#_REQUIREMENTS";"#_ISSUES";"DATASET";"EXEC_STATUS";"EXEC_USER";"EXECUTION_DATE";"TC_REF";"TC_NATURE";"TC_TYPE";"TC_STATUS";"STEP_ID";"STEP_NUM";"STEP_#_REQ";"EXEC_STEP_STATUS";"EXEC_STEP_DATE";"EXEC_STEP_USER";"EXEC_STEP_#_ISSUES";"EXEC_STEP_COMMENT"
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"318";"Poøadové èíslo nezadáno";"15";"OKS-07";"VERY_HIGH";"";"7";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:11:56";"TC.04.03.03.01";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"683";"1";"0";"SUCCESS";"2024/04/14 13:11:48";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"318";"Poøadové èíslo nezadáno";"15";"OKS-07";"VERY_HIGH";"";"7";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:11:56";"TC.04.03.03.01";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"684";"2";"0";"SUCCESS";"2024/04/14 13:11:53";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"318";"Poøadové èíslo nezadáno";"15";"OKS-07";"VERY_HIGH";"";"7";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:11:56";"TC.04.03.03.01";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"685";"3";"0";"SUCCESS";"2024/04/14 13:11:55";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"318";"Poøadové èíslo nezadáno";"15";"OKS-07";"VERY_HIGH";"";"7";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:11:56";"TC.04.03.03.01";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"686";"4";"0";"SUCCESS";"2024/04/14 13:11:56";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"319";"Poøadové èíslo vìdecká notace E";"15";"OKS-07";"MEDIUM";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:12:15";"TC.04.03.03.14";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"688";"1";"0";"SUCCESS";"2024/04/14 13:12:12";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"319";"Poøadové èíslo vìdecká notace E";"15";"OKS-07";"MEDIUM";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:12:15";"TC.04.03.03.14";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"689";"2";"0";"SUCCESS";"2024/04/14 13:12:13";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"319";"Poøadové èíslo vìdecká notace E";"15";"OKS-07";"MEDIUM";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:12:15";"TC.04.03.03.14";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"690";"3";"0";"SUCCESS";"2024/04/14 13:12:15";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"319";"Poøadové èíslo vìdecká notace E";"15";"OKS-07";"MEDIUM";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:12:15";"TC.04.03.03.14";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"687";"4";"0";"SUCCESS";"2024/04/14 13:12:10";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"320";"Žádná hodnota";"15";"OKS-07";"VERY_HIGH";"";"3";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:12:33";"TC.04.03.03.02";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"691";"1";"0";"SUCCESS";"2024/04/14 13:12:26";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"320";"Žádná hodnota";"15";"OKS-07";"VERY_HIGH";"";"3";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:12:33";"TC.04.03.03.02";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"692";"2";"0";"SUCCESS";"2024/04/14 13:12:33";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"321";"Bílé znaky";"15";"OKS-07";"HIGH";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:12:51";"TC.04.03.03.03";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"693";"1";"0";"SUCCESS";"2024/04/14 13:12:47";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"321";"Bílé znaky";"15";"OKS-07";"HIGH";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:12:51";"TC.04.03.03.03";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"694";"2";"0";"SUCCESS";"2024/04/14 13:12:51";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"322";"Neèíselná hodnota";"15";"OKS-07";"HIGH";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:13:19";"TC.04.03.03.04";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"695";"1";"0";"SUCCESS";"2024/04/14 13:13:08";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"322";"Neèíselná hodnota";"15";"OKS-07";"HIGH";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:13:19";"TC.04.03.03.04";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"696";"2";"0";"SUCCESS";"2024/04/14 13:13:19";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"323";"Více než 4 dekadické èíslice";"15";"OKS-07";"MEDIUM";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:13:43";"TC.04.03.03.05";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"697";"1";"0";"SUCCESS";"2024/04/14 13:13:39";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"323";"Více než 4 dekadické èíslice";"15";"OKS-07";"MEDIUM";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:13:43";"TC.04.03.03.05";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"698";"2";"0";"SUCCESS";"2024/04/14 13:13:43";"admin";"0";""
